Flow Bytes /s,BWD Packet Length Std,Destination Port,Subflow Fwd Bytes,Total Length of Fwd Packets,Init_Win_bytes_forward,act_data_pkt_fwd,Fwd IAT Min,Bwd Packets /s,Average Packet Size
0.0,0.0,80,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
647180.0000000001,5138.291115311909,80,5138.291115311909,5138.291115311909,9.787221172022685,525.0,0.0,9.787221172022685,9.787221172022685
1088100.0,8653.494695481335,80,8653.494695481335,8653.494695481335,8.550884086444007,1012.0,0.0,8.550884086444007,8.550884086444007
1168312.0000000002,9294.377992565058,80,9294.377992565058,9294.377992565058,8.686334572490708,1070.0,0.0,8.686334572490708,8.686334572490708
1349650.0,10734.163803169307,80,10734.163803169307,10734.163803169307,9.005170975813177,1192.0,0.0,9.005170975813177,9.005170975813177
1299212.0,10339.609117085862,80,10339.609117085862,10339.609117085862,9.014480485689505,1147.0,0.0,9.014480485689505,9.014480485689505
931772.0,7404.091950727884,80,7404.091950727884,7404.091950727884,8.347341545352744,887.0,0.0,8.347341545352744,8.347341545352744
1355880.0,10791.55641943734,80,10791.55641943734,10791.55641943734,9.247263427109974,1167.0,0.0,9.247263427109974,9.247263427109974
1114940.0,8866.949155206288,80,8866.949155206288,8866.949155206288,8.761807465618862,1012.0,0.0,8.761807465618862,8.761807465618862
1380760.0,11009.71430452675,80,11009.71430452675,11009.71430452675,9.091423868312758,1211.0,0.0,9.091423868312758,9.091423868312758
1480144.0,11802.95473548387,80,11802.95473548387,11802.95473548387,9.549316129032258,1236.0,0.0,9.549316129032258,9.549316129032258
1443712.0,11495.001307024466,80,11495.001307024466,11495.001307024466,9.115782162588792,1261.0,0.0,9.115782162588792,9.115782162588792
1590824.0,12671.258991304348,80,12671.258991304348,12671.258991304348,9.22216811594203,1374.0,0.0,9.22216811594203,9.22216811594203
1286768.0,10243.39226294166,80,10243.39226294166,10243.39226294166,8.458622843056697,1211.0,0.0,8.458622843056697,8.458622843056697
1192940.0,9492.801558901683,80,9492.801558901683,9492.801558901683,8.453073516386183,1123.0,0.0,8.453073516386183,8.453073516386183
1366452.0,10882.558635751684,80,10882.558635751684,10882.558635751684,8.176227374719522,1331.0,0.0,8.176227374719522,8.176227374719522
1307372.0,10410.064187061575,80,10410.064187061575,10410.064187061575,8.151968823070927,1277.0,0.0,8.151968823070927,8.151968823070927
633596.0,5043.592,80,5043.592,5043.592,8.392,601.0,0.0,8.392,8.392
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
52.00000000000001,0.41600000000000004,80,0.41600000000000004,0.41600000000000004,0.41600000000000004,1.0,1.0,0.41600000000000004,0.41600000000000004
405252.0,3198.93273089701,80,3198.93273089701,3198.93273089701,10.77081727574751,297.0,0.0,10.77081727574751,10.77081727574751
1684496.0,13407.344356460853,80,13407.344356460853,13407.344356460853,8.57795544239338,1563.0,0.0,8.57795544239338,8.57795544239338
1889062.0000000002,15049.825696682465,80,15049.825696682465,15049.825696682465,8.95290047393365,1681.0,0.0,8.95290047393365,8.95290047393365
1871044.0,14915.304089781455,80,14915.304089781455,14915.304089781455,8.841318369757827,1687.0,0.0,8.841318369757827,8.841318369757827
1658968.0,13199.31974897681,80,13199.31974897681,13199.31974897681,9.053031377899046,1458.0,0.0,9.053031377899046,9.053031377899046
1614532.0,12845.675366120218,80,12845.675366120218,12845.675366120218,8.822579234972677,1456.0,0.0,8.822579234972677,8.822579234972677
2387524.0,19024.05770204285,80,19024.05770204285,19024.05770204285,9.516787244643746,1999.0,0.0,9.516787244643746,9.516787244643746
2121720.0000000005,16917.648396694214,80,16917.648396694214,16917.648396694214,9.351933884297521,1809.0,0.0,9.351933884297521,9.351933884297521
2024996.0,16146.384864388094,80,16146.384864388094,16146.384864388094,8.930522601984565,1808.0,0.0,8.930522601984565,8.930522601984565
