Flow Bytes /s,BWD Packet Length Std,Destination Port,Subflow Fwd Bytes,Total Length of Fwd Packets,Init_Win_bytes_forward,act_data_pkt_fwd,Fwd IAT Min,Bwd Packets /s,Average Packet Size
0.0,-1.0,80,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0
0.0,-1.0,80,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0
0.0,-1.0,80,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0
1370.0,0.24000000000000002,80,0.24000000000000002,0.24000000000000002,0.013333333333333334,18.0,0.0,804.0,0.013333333333333334
840.0,0.02831858407079646,80,0.02831858407079646,0.02831858407079646,0.002831858407079646,10.0,0.0,2363.0,0.002831858407079646
840.0,0.02830665543386689,80,0.02830665543386689,0.02830665543386689,0.002830665543386689,10.0,0.0,2364.0,0.002830665543386689
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
756.0,0.022880201765447666,80,0.022880201765447666,0.022880201765447666,0.002542244640605296,9.0,0.0,2370.0,0.002542244640605296
840.0,0.028438425730004234,80,0.028438425730004234,0.028438425730004234,0.0028438425730004232,10.0,0.0,2353.0,0.0028438425730004232
840.0,0.028366399324609538,80,0.028366399324609538,0.028366399324609538,0.0028366399324609537,10.0,0.0,2359.0,0.0028366399324609537
840.0,0.028330522765598647,80,0.028330522765598647,0.028330522765598647,0.002833052276559865,10.0,0.0,2362.0,0.002833052276559865
840.0,0.02837837837837838,80,0.02837837837837838,0.02837837837837838,0.002837837837837838,10.0,0.0,2358.0,0.002837837837837838
840.0,0.028366399324609538,80,0.028366399324609538,0.028366399324609538,0.0028366399324609537,10.0,0.0,2359.0,0.0028366399324609537
840.0,0.028426395939086295,80,0.028426395939086295,0.028426395939086295,0.0028426395939086294,10.0,0.0,2354.0,0.0028426395939086294
840.0,0.02831858407079646,80,0.02831858407079646,0.02831858407079646,0.002831858407079646,10.0,0.0,2363.0,0.002831858407079646
840.0,0.028414376321353064,80,0.028414376321353064,0.028414376321353064,0.0028414376321353064,10.0,0.0,2355.0,0.0028414376321353064
840.0,0.028474576271186436,80,0.028474576271186436,0.028474576271186436,0.0028474576271186438,10.0,0.0,2350.0,0.0028474576271186438
840.0,0.028438425730004234,80,0.028438425730004234,0.028438425730004234,0.0028438425730004232,10.0,0.0,2353.0,0.0028438425730004232
840.0,0.028474576271186436,80,0.028474576271186436,0.028474576271186436,0.0028474576271186438,10.0,0.0,2350.0,0.0028474576271186438
840.0,0.02834247153099958,80,0.02834247153099958,0.02834247153099958,0.002834247153099958,10.0,0.0,2361.0,0.002834247153099958
840.0,0.028330522765598647,80,0.028330522765598647,0.028330522765598647,0.002833052276559865,10.0,0.0,2362.0,0.002833052276559865
840.0,0.02824716267339218,80,0.02824716267339218,0.02824716267339218,0.002824716267339218,10.0,0.0,2369.0,0.002824716267339218
840.0,0.02845046570702794,80,0.02845046570702794,0.02845046570702794,0.002845046570702794,10.0,0.0,2352.0,0.002845046570702794
756.0,0.02295740194010966,80,0.02295740194010966,0.02295740194010966,0.002550822437789962,9.0,0.0,2362.0,0.002550822437789962
840.0,0.028414376321353064,80,0.028414376321353064,0.028414376321353064,0.0028414376321353064,10.0,0.0,2355.0,0.0028414376321353064
840.0,0.02854715378079864,80,0.02854715378079864,0.02854715378079864,0.002854715378079864,10.0,0.0,2344.0,0.002854715378079864
840.0,0.02845046570702794,80,0.02845046570702794,0.02845046570702794,0.002845046570702794,10.0,0.0,2352.0,0.002845046570702794
840.0,0.02830665543386689,80,0.02830665543386689,0.02830665543386689,0.002830665543386689,10.0,0.0,2364.0,0.002830665543386689
840.0,0.028717948717948714,80,0.028717948717948714,0.028717948717948714,0.0028717948717948715,10.0,0.0,2330.0,0.0028717948717948715
840.0,0.028414376321353064,80,0.028414376321353064,0.028414376321353064,0.0028414376321353064,10.0,0.0,2355.0,0.0028414376321353064
840.0,0.028559286017849555,80,0.028559286017849555,0.028559286017849555,0.0028559286017849554,10.0,0.0,2343.0,0.0028559286017849554
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
840.0,0.0285108188375053,80,0.0285108188375053,0.0285108188375053,0.0028510818837505303,10.0,0.0,2347.0,0.0028510818837505303
840.0,0.02829473684210526,80,0.02829473684210526,0.02829473684210526,0.0028294736842105262,10.0,0.0,2365.0,0.0028294736842105262
840.0,0.02845046570702794,80,0.02845046570702794,0.02845046570702794,0.002845046570702794,10.0,0.0,2352.0,0.002845046570702794
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
840.0,0.028366399324609538,80,0.028366399324609538,0.028366399324609538,0.0028366399324609537,10.0,0.0,2359.0,0.0028366399324609537
840.0,0.028414376321353064,80,0.028414376321353064,0.028414376321353064,0.0028414376321353064,10.0,0.0,2355.0,0.0028414376321353064
840.0,0.02831858407079646,80,0.02831858407079646,0.02831858407079646,0.002831858407079646,10.0,0.0,2363.0,0.002831858407079646
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
756.0,0.023113375796178344,80,0.023113375796178344,0.023113375796178344,0.0025681528662420384,9.0,0.0,2346.0,0.0025681528662420384
840.0,0.02831858407079646,80,0.02831858407079646,0.02831858407079646,0.002831858407079646,10.0,0.0,2363.0,0.002831858407079646
840.0,0.028366399324609538,80,0.028366399324609538,0.028366399324609538,0.0028366399324609537,10.0,0.0,2359.0,0.0028366399324609537
840.0,0.02846251588310038,80,0.02846251588310038,0.02846251588310038,0.002846251588310038,10.0,0.0,2351.0,0.002846251588310038
840.0,0.02845046570702794,80,0.02845046570702794,0.02845046570702794,0.002845046570702794,10.0,0.0,2352.0,0.002845046570702794
840.0,0.028438425730004234,80,0.028438425730004234,0.028438425730004234,0.0028438425730004232,10.0,0.0,2353.0,0.0028438425730004232
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
840.0,0.028522920203735144,80,0.028522920203735144,0.028522920203735144,0.0028522920203735143,10.0,0.0,2346.0,0.0028522920203735143
868.0,0.03236610169491525,80,0.03236610169491525,0.03236610169491525,0.002942372881355932,11.0,0.0,2349.0,0.002942372881355932
840.0,0.028535031847133754,80,0.028535031847133754,0.028535031847133754,0.0028535031847133755,10.0,0.0,2345.0,0.0028535031847133755
840.0,0.028402366863905324,80,0.028402366863905324,0.028402366863905324,0.0028402366863905324,10.0,0.0,2356.0,0.0028402366863905324
